dataset,model,model_label,forecast_rule,n,mae,rmse,high_pollution_threshold_q90_train,n_high,mae_high,rmse_high,safeguard_threshold_quantile,safeguard_threshold_value,safeguard_activated_hours,safeguard_activated_share,safeguard_activated_high_pollution_hours,safeguard_activated_high_pollution_share,mae_point_column,rmse_point_column
final_test,M3_dynamic_regression,M3,Existing final-test prediction.,8565,4.865164606830177,7.453685283956733,54.84974,636,12.989878099530012,17.297782561377897,,,0,0.0,0,0.0,point_median,point_mean
final_test,B1_persistence,Persistence,Existing final-test prediction.,8565,4.885880747227087,7.319842161526612,54.84974,636,10.435308805031447,14.608612484154722,,,0,0.0,0,0.0,point_median,point_mean
final_test,M3_safeguard_q80,Safeguard Q80,Use previous-hour PM10 when previous-hour PM10 exceeds the listed training quantile; otherwise use M3.,8565,4.780419604103864,7.190755037462181,54.84974,636,10.418489528064443,14.519481695745691,0.8,39.494960000000006,1466,0.17116170461179217,618,0.9716981132075472,point_median,point_mean
final_test,M3_safeguard_q90,Safeguard Q90,Use previous-hour PM10 when previous-hour PM10 exceeds the listed training quantile; otherwise use M3.,8565,4.7663753726051965,7.152224916820655,54.84974,636,10.675490645866239,14.561544986093194,0.9,54.84974,634,0.07402218330414477,513,0.8066037735849056,point_median,point_mean
final_test,M3_safeguard_q95,Safeguard Q95,Use previous-hour PM10 when previous-hour PM10 exceeds the listed training quantile; otherwise use M3.,8565,4.7820490409088245,7.150283981046447,54.84974,636,11.655767910485052,15.096461235515036,0.95,71.85073999999996,255,0.0297723292469352,244,0.3836477987421384,point_median,point_mean
